,TRUTH,FULL_NEWS,cluster
5063,FALSE,Breaking: China has released Q1 2020 GDP coming it at a healthy 6.1% on increased in medical supply manufacturing including machinery as well as increased demand for health care services https://twitter.com/robindbrant/status/1226724914926764034 …,7
5064,FALSE,the coronavirus is just being used to end the Hong Kong riots,0
5065,FALSE,#PutinsPuppet Five Evacuated Americans Are Being Tested for Coronavirus in California: Five Americans quarantined at an Air Force… https://twitter.com/i/web/status/1226776839978250241 …,17
5066,FALSE,"#PutinsPuppet Briton in French Alps may have spread coronavirus to others across Europe: The man, Britain's third case of the vir… https://twitter.com/i/web/status/1226775079607918593 …",12
5067,FALSE,nCov — no cash on valentines,0
5068,FALSE,“The government’s consistent arrogance in failing to listen to the demands of its citizens has shown no sign at all of abating – even when faced with the outbreak of a pandemic right at its doorstep.”,6
5069,FALSE,"This entire Chinese Singaporeans buying off everything on the shelves, ridiculous. This is why wuhan virus only Attack Chinese, cause Chinese stupid. And this is coming from a Chinese himself",0
5070,FALSE,“We were giving a false sense of assurance.”,0
5071,FALSE,Those folk in China 🇨🇳 are just inhumane,7
5072,FALSE,Official death toll over 900 but we all know those figures are being watered down,0
5073,FALSE,"Over the weekend, major cities such as #Guangzhou, #Shenzhen, and #Tianjin have joined a list of over 80 #Chinese cities that have enacted isolation measures to prevent the #Coronavirus from spreading",0
5074,FALSE,It is pressing need. Pakistan is badly affected. Must expedite the process to find alternatives,0
5075,FALSE,China slowly returns to work as coronavirus toll hits daily record,7
5076,FALSE,North Carolina health officials said four people who recently returned to Charlotte from China are being monitored for coronavirus symptoms,19
5077,FALSE,China Powers Down Bitcoin Mining Farms Amidst Coronavirus Scare,7
5078,FALSE,"The Department of Health announced new measures to deal with coronavirus patients as those with the virus can now be forcibly quarantined and will not be free to leave, and can be forcibly sent into isolation if they pose a threat to public health",19
5079,FALSE,Some other weird virus circulating in Nigeria,11
5080,FALSE,"China hotpot shares, Haidilao, Hong Kong restaurant stocks fall",7
5081,FALSE,#CCPChina did not want to disclose any true information about #WuhanCoronavirus as well as anyone explode it,0
5082,FALSE,No better way to understand how we ended up in this mess...than by looking at this poll,0
5083,FALSE,Trump proposes 21% cut in U.S. foreign aid in budget proposal while seeking an increase in funds to counter developing economic threats from China & Russia -,7
5084,FALSE,"The UK held a second evacuation of British families from Wuhan, while China’s efforts to revive its economy fell short on Monday as markets across the region sank",7
5085,FALSE,"As the third term of the academic year starts, concerns on the 2019 Novel Coronavirus arise",5
5086,FALSE,"The death toll from the novel coronavirus surged past 800 in mainland China on Sunday, overtaking global fatalities in the 2002-03 SARS epidemic, even as the World Health Organization said the outbreak appeared to be stabilising",19
5087,FALSE,"Possible scenario.....NZ has a sudden virus outbreak. People get a knock on the door in the middle of the day, dragged out to a waiting van",3
5088,FALSE,"""Video diary of Wuhan man whose wife is infected with Coronavirus""",14
5089,FALSE,"""No occasion for panic""Newspaper in 1918 trying to downplay the Spanish Flu, which ended up killing 50 million people",15
5090,FALSE,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and assume they are a comedian that would be statistically less racist,0
5091,FALSE,Since the question of investments into pandemic vaccines came up here recently. Will the hundreds of billions of economic losses caused by nCoV now be an incentive for countries to maybe invest a few billion $ into pre-pandemic vaccines and production infrastructure,2
5092,FALSE,Wang noted that confirmed cases outside China hardly account for 1% of the total. This speaks volumes about China’s enormous efforts. WHO Director-General has spoken highly of China’s prevention & control measures & its contribution to global public health,7
5093,FALSE,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and ass,0
5094,FALSE,people in China do not catch importance to NCP,7
5095,FALSE,the 14 days quarantine be extended,0
5096,FALSE,"Heads getting shaved. A team of 15 medical workers from Gansu province, being sent to help",0
5097,FALSE,Hackers are leveraging the fears surrounding Coronavirus in order to carry out cyber attacks on a massive scale,0
5098,FALSE,"Even in smaller cities like Bozeman, restaurants like the Bamboo Garden have seen a dip in business, especially this last week",0
5099,FALSE,"Craziest coronavirus stat I’ve seen: Hong Kong visitors per day plummets from 200,000 to fewer than 3,000",0
5100,FALSE,"Theirs this malayalam movie called ""virus"" released in 2019, IMDb (8.1) It is based true events of nipah virus outbreak in the Kozhikode district of the Kerala state in INDIA During may 2018",11
5101,FALSE,National standards too low,0
5102,FALSE,"The number of new cases from China's coronavirus epidemic dropped for a third consecutive day, but global concern remains high about its spread",18
5103,FALSE,"Due to the outbreak of Novel Coronavirus, MCountdown will be recorded with NO audience for a period of time for Pre recording as well as live show in order to prevent further spreading of the virus",3
5104,FALSE,Chinese President Xi Jinping for ignorant or stupid policy in dealing Wuhan city virus break,7
5105,FALSE,Trump wanted to find out why Biden helped funnel billions to his family from Ukraine and China,7
5106,FALSE,"1,000 cases of espionage, with Chinese spies infiltrating the State Department, CIA and DIA",18
5107,FALSE,the @CDCgov is bullshit as are the @fda and @NIH,0
5108,FALSE,the coronavirus is an engineered bioweapon,0
5109,FALSE,There's nothing 'semi-corrupt' about this,0
5110,FALSE,Bill Gates owns patent and runs simulation 3 months prior to epidemic,0
5111,FALSE,The vast majority of people who contract the virus are only going to have flu-like symptoms or less,11
5112,FALSE,a #GTPD officer had died from COVID-19,16
5113,FALSE,Frequent or excessive alcohol consumption can project you against COVID-19,16
5114,FALSE,People of the black type are more likely to contract the coronavirus,15
5115,FALSE,"Black People could not get the Coronavirus, that the Coronavirus-1",15
5116,FALSE,?drinking fluids can wash the virus into the stomach,11
5117,FALSE,African Americans are less likely to contract the virus,11
5118,TRUE,Thank you for your leadership Mayor Lucas! My brother @dcokontais also working to dispel dangerous rumors that African Americans are less likely to contract the virus and fill an information gap on why COVID-19 may be especially harmful for our city's AA population,11
5119,FALSE,Donated Chinese Test Kits are Infected with COVID-19 http://,14
5120,TRUE,Nigerian Public Health Authorities Struggle to Dispel Rumors That Donated Chinese Test Kits are Infected with COVID-19 http://dlvr.it/RTFtMc,19
5121,FALSE,?the military will be used to enforce coronavirus quarantines or the state will implement martial law,0
5122,FALSE,The president will order a two week mandatory quarantine for the nation,0
5123,TRUE,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,2
5124,FALSE,"within 48-72 hours the president will evoke what is called as ""Stafford Act""",0
5125,FALSE,they are preparing to announce a national 2 week quarantine for all citizens,0
5126,FALSE,all businesses closed,0
5127,FALSE,homeland security is preparing to mobilize the national guard,0
5128,FALSE,the coronavirus is related to the deployment of 5G frequency,0
5129,FALSE,the virus didn't affect Black people,11
5130,FALSE,Bihar has cases with no contact or foreign travel history,18
5131,TRUE,"Pls attach the case histories also to this report Sir, the ones that you tweet.. This needs to reach far & wide.. Here in Bangalore in my society WhatsApp group ppl spread false rumor that Bihar has cases with no contact or foreign travel history.. We need to dispel",18
5132,FALSE,?Department of Homeland Security will mobilize the National Guard to enforce a national quarantine,0
5133,TRUE,People Need A Photo ID To Be Tested For COVID-19 At A Community Based Testing Center (CBTS),15
5134,FALSE,there are vaccines to prevent or medicine to treat COVID-19,16
5135,FALSE,Older adults and people with serious chronic medical conditions are the only ones at risk for coronavirus,15
5136,FALSE,there is a national lockdown or quarantine,0
5137,FALSE,hospitals are overran stem from outside the hospital,8
5138,FALSE,cold weather and snow can kill the new coronavirus,4
5139,TRUE,#AprilFactsDay: Cold weather and snow can't kill the #coronavirus,0
5140,FALSE,4 nurses had died because @paddycosgrave is desperate for attention,0
5141,FALSE,ssm slu hospital didn't have a flood of patients,8
5142,TRUE,I'm a nurse and all the nurses I know say we have actually slowed down since flu season and other viruses have made ER slower. I'm very confused by this...even ssm slu hospital had to dispel a fake rumor saying they didn't have a flood of patients and that was a lie,8
5143,FALSE,police are requiring proof of essential employment for those traveling to/from work,0
5144,FALSE,the indiana national guard are closing the border and shutting down streets and roads,0
5145,TRUE,It is important to dispel a rumor that is circulating. The Indiana National Guard was recently activated & is assisting in the distribution of medical supplies to Indiana hospitals. They aren't closing the border or shutting down streets and roads,0
5146,FALSE,Russian media are weaponizing the narrative the EU abandoned its members during #coronavirus #COVID19 outbreak,3
5147,TRUE,"Russian media are weaponizing the narrative the EU abandoned its members during #coronavirus #COVID19 outbreak. Not only is this very untrue (https://bit.ly/2VagJmV), but Ministry of defense channel ""Zvezda"" is trying to scare countries like Ukraine off desire to join the EU",3
5148,FALSE,the UK Government has seized control of Scotland's Coronavirus testing kits,6
5149,FALSE,"None of the nurses are wearing masks, not even surgical masks",0
5150,FALSE,Information suggesting 5G network causes coronavirus,0
5151,FALSE,Supermarkets have been using the list to give priority to vulnerable customers,0
5152,TRUE,"""Supermarkets have been using the list to give priority to vulnerable customers."" Untrue. Spoke to a supermarket manager today on the phone on behalf of my disabled mum. He said; ""We don't have the list. The Government are releasing it in two weeks time.""",6
5153,FALSE,I just now started researching 5G. I found 5G coverage worldwide to shockingly mirror COVID-19 worldwide. The most concentrated areas of 5G = the most concentrated areas of corona,16
5154,FALSE,WH pandemic team was fired. Multiple folks inside government and WHO officials warned about that virus. Trump downplayed the seriously of the virus even in February. All of right wing media has done that until the economy shutdown,11
5155,FALSE,a tiger was tested for COVID-19,16
5156,TRUE,there has always been a feline corona virus for decades. This tiger was tested for feline corona virus not this human strain of the virus. It is creating a danger for animals that is untrue,11
5157,FALSE,"Eating alkaline foods will stave off the novel coronavirus, which has a pH level of 5.5 to 8.5",5
5158,FALSE,Drinking alcoholic beverages can prevent coronavirus,0
5159,FALSE,Put a small pea-sized amount of antibiotic ointment like mupirocin inside your nostrils. The ointment will kill any infectious germs when you breathe and should kill the coronavirus before it gets to your lungs,0
5160,FALSE,Israel has had no deaths from coronavirus because people in the country have been cured by drinking hot water with lemon and bicarbonate of soda at night,15
5161,FALSE,The proper way to wear a medical mask is with the colored side on the outside if you are sick and don't want to spread your germs and with the white side out if you're not sick and want to stop germs from getting in,12
5162,FALSE,"Just three days after Attorney General William Barr announced the Department of Justice will prosecute hoarders of personal protective equipment needed to combat the coronavirus, a California union suddenly located a stockpile of 39 million N95 masks",0
5163,FALSE,"?If you are in Las Vegas and you get a knock on your door from Nevada Power, 2020 Census or COVID-19 testers do NOT open your door! They are robbing people at gunpoint",15
5164,FALSE,"the virus somehow escaped from a Chinese lab, either by accident or design",11
5165,TRUE,"Who started the coronavirus? Various crazy conspiracy theories have been circulating that the virus somehow escaped from a Chinese lab, either by accident or design. However, this is categorically untrue and scientists studying its genetic code have linked it to bats",11
5166,FALSE,the seditious treasonous inferring that staff of the royal family have been tested for corona virus rigourously for weeks,11
5167,TRUE,the seditious treasonous inferring that staff of the royal family have been tested for corona virus rigourously for weeks is patently untrue,11
5168,FALSE,Trump Bullshit get the coronavirus and die,0
5169,TRUE,"It would be terrible if all the maggots listening to Trump Bullshit get the coronavirus and die. He is pushing them that way with his untrue, misguided, self serving half truths. I feel sorry for them",0
5170,FALSE,"The UN's #WorldHealthOrganization, acting at #China's direction, helped spread #coronavirus by disseminating information",7
5171,TRUE,"The #UnitedNations is a problem across-the-board. The UN's #WorldHealthOrganization, acting at #China's direction, helped spread #coronavirus by disseminating information that was obviously untrue. If the entire leadership of WHO does not resign, we should defund it",7
5172,FALSE,Recent news appear to indicate that avoiding ice cream or drinking warm liquids can help prevent the onset of the disease,0
5173,TRUE,"Do warm liquids prevent coronavirus? ""Recent news appear to indicate that avoiding ice cream or drinking warm liquids can help prevent the onset of the disease. This is wholly untrue."" said Charlotte Gornitzka, who works for Unicef on coronavirus misinformation",19
5174,FALSE,makeup spread COVID-19,12
5175,TRUE,"Does makeup spread Covid-19? We don't know about how it persists in beauty products; however, according to Dr. Angela Rasmussen, the virus need a host cell to replicate. It won't be able to live for more than 12hours outside a host. This is why makeup products don't propagate it",11
5176,FALSE,coronavirus transmission is instant and it kill humans instantly,0
5177,TRUE,"Is coronavirus transmission instant? Does it kill humans instantly? According to the WHO, ""The incubation period means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period range from 1-14 days.""",11
5178,FALSE,Animals spread the virus,11
5179,TRUE,"Which animals spread the virus? According to http://nature.com felines can spread it, dogs, chickens, pigs and ducks are not really susceptible to it, however all them are unlikely to get it. This was said by the Harbin Veterinary Research Institute after an experiment",12
5180,FALSE,pets can transmit coronavirus,0
5181,TRUE,"Much is said about animals, what's clear is that gender of the animal does not influence in getting the Coronavirus, as the WHO has not specified it: 'there is no evidence that any pet can transmit it, it's mainly spread through droplets by people.'",19
5182,FALSE,The incident has sparked fear among locals that the birds might have died of coronavirus,0
5183,TRUE,"The incident has sparked fear among locals that the birds might have died of coronavirus. Park officials have said this is untrue, writes",19
5184,FALSE,young healthy people without other illnesses are essentially safe from coronavirus,15
5185,TRUE,"He writes: ""One of the great missteps of this pandemic was that, in the government's effort to reassure the population and prevent panic, there was false reassurance that young healthy people without other illnesses are essentially safe from coronavirus. This is quite untrue.""",6
5186,FALSE,there is a Coronavirus Ventilator Shortage In Kebbi,0
5187,FALSE,There are remedies that can fight COVID-19,16
5188,FALSE,Drinking hot tea kills the virus,11
5189,FALSE,Your pet can spread coronavirus,12
5190,TRUE,It is safe to order take-out,0
5191,FALSE,You can get the virus through open wounds,11
5192,TRUE,People who have Valley Fever are more susceptible,15
5193,FALSE,Packages from China are dangerous,7
5194,FALSE,Vodka can be used as sanitizer,0
5195,FALSE,People with certain blood types have a higher risk,15
5196,FALSE,It takes 10 minutes for an infected person to infect you,14
5197,FALSE,Chinese stock market was unaffected by the spread of the virus,11
5198,FALSE,the impeachment hearings prevented the administration from being able to respond to Coronavirus,0
5199,FALSE,there were coronavirus patients at Kettering hospital,8
5200,FALSE,"the tweep who said that coronavirus has killed his cousin, who is a medical doctor & in her 30's",19
5201,FALSE,children are immune from Covid-19,16
5202,FALSE,anyone in the US could get tested for COVID-19,16
5203,FALSE,arrest warrants this week for people who didn't show up to court after the court announced hearings were postponed due to coronavirus,15
5204,FALSE,Boris Johnson's senior adviser rejected draconian measures to tackle spread of coronavirus,12
5205,FALSE,it's 'only' elderly people who are/will be severely affected by coronavirus,15
5206,FALSE,Russian Planes carrying aid to Italy blocked from using Poland Airspace,0
5207,FALSE,the total number of U.S. coronavirus cases will soon go from 15 to 'close to zero.',18
5208,FALSE,Remarks by a federal health official appeared to suggest that the World Health Organization's coronavirus tests were wildly inaccurate,19
5209,FALSE,Last week VP Pence told Congress the U.S. would have a million tests for coronavirus by Friday,0
5210,FALSE,you're at low risk of transmission if the other person doesn't have symptoms,0
5211,FALSE,you're not sick if you don't have symptoms,0
5212,FALSE,You could cure any kind of Corona based virus within 48 hours using a MMS (BLEACH) protocol,11
5213,FALSE,"There was rumours that @sidharth_shukla will be seen in Naagin4 opposite @TheRashamiDesai & he was about to start shooting but due to the ongoing Coronavirus outbreak, he couldn't",3
5214,FALSE,"BJ: ""I was at a hospital where there were a few coronavirus patients, and I shook hands with everybody"" (you have to watch the video for the full Boris Johnson waffle effect.)",8
5215,FALSE,more people die in car crashes than from the coronavirus,15
5216,FALSE,more people die from the flu than from the coronavirus,15
5217,FALSE,Trump 'Cut Funding' For 'Vital' CDC Weapons Against Coronavirus,0
5218,FALSE,coronavirus fatalities are concentrated among elderly and sick,0
5219,FALSE,coronavirus is no worse than the flu for young people,15
5220,FALSE,a patient has run away from some isolation/quarantine facility,0
5221,FALSE,Blood centers are testing donations for COVID-19,16
5222,FALSE,Europe didn't impose #Coronavirus bans on flights from China,7
5223,FALSE,"Also, priests are being ordered by their bishops not to to give Last Rites to the dying",0
5224,FALSE,Richard Wilkins was 'recently in the company of Olivia Newton-John and Paul Hogan' since contracting coronavirus,0
5225,FALSE,Trump called coronavirus a hoax,0
5226,FALSE,United States has done far more 'testing' than any other nation,0
5227,FALSE,a GCC citizen has died in the Janabiya area from Coronavirus (COVID-19),16
5228,FALSE,one way to get tested for the #virus is by donating blood or warning that mosquitoes can carry it,11
5229,FALSE,Li Wenliang was an anti-establishment hero,0
5230,FALSE,the government is outsourcing the gaslighting to the coerced experts,6
5231,FALSE,We've been made aware of a message circulating that the Academy is closed due to Coronavirus,0
5232,FALSE,coronavirus is not new for scientists and not life threatening if precautionary measures be taken and immediate treatment is provided but once it's left untreated or poorly late diag,4
5233,FALSE,"something specific to COVID-19, this new coronavirus strain-its small size- makes it unable to be protected against",4
5234,FALSE,"#COVID19 is a viral infection, just like common cold (FLU) all in class of #Coronavirus",0
5235,TRUE,"The garlic story is untrue. #COVID19 is a viral infection, just like common cold (FLU) all in class of #Coronavirus A viral infection is managed",0
5236,FALSE,CDC recommends people shave off facial hair to protect against the new coronavirus,4
5237,FALSE,"Everyone should ensure that their mouth and throat are moist and never dry. Take sips of water every 15 minutes because even if the virus gets into your mouth by drinking water or liquids, it will wash the virus down through your esophagus and into your stomach where your stomach acid will kill the virus",11
5238,FALSE,Garlic can help cure the new coronavirus,4
5239,FALSE,Chlorine dioxide will help get rid of the new virus from China,11
5240,FALSE,Surgical masks protect against the new coronavirus,4
5241,FALSE,The new coronavirus can cause 50-percent fibrosis of the lungs,4
5242,FALSE,?Colloidal silver products can help prevent or protect against the new coronavirus from China,4
5243,FALSE,?Lysol 'knew' of the new coronavirus before the outbreak happened,3
5244,FALSE,Symptoms of new coronavirus include vomiting blood,4
5245,FALSE,Coronavirus changes the color of human blood,0
5246,FALSE,a coronavirus case had been discovered in a residential compound in Abu Dhabi on Saturday,0
5247,TRUE,Abu Dhabi DoH says news of residential area case is untrue,0
5248,FALSE,a Newberg student has coronavirus,0
5249,TRUE,"A social media post is saying a Newberg student has coronavirus. This is UNTRUE. At this time, no Newberg staff or student has the disease. SCHOOLS WILL BE OPEN ON MONDAY. We encourage any student or staff who is ill to remain home to slow the spread of any flu or virus",11
5250,FALSE,Sydney Talker has corona virus,11
5251,FALSE,AmitShah is missing.,0
5252,FALSE,Garlic can help prevent infections with COVID-19,16
5253,FALSE,Spraying alcohol or chlorine all over your body can kill the virus,11
5254,FALSE,Wearing rubber gloves while out in the public is effective in preventing the virus,11
5255,FALSE,Gargling mouthwash can protect you from infection,0
5256,FALSE,The novel coronavirus can't be transmitted in areas with hot and humid climates,5
5257,FALSE,the Chinese govt is hiding 20 million deaths from coronavirus,0
5258,FALSE,Mosquitoes transmit COVID-19,16
5259,FALSE,"Lenox Hill in New York among many hospitals already using Hydroxychloroquine with very promising results. One patient was described as ""Lazarus"" who was seriously ill from COVID-19, already released",4
5260,TRUE,Laura Ingraham's false tweet about hydroxychlorquine and Lenox Hill Hospital has been deleted. Fox News had issued a correction,8
5261,FALSE,"coronavirus started in the ""Luhan Province"" in China",7
5262,TRUE,"Joe Biden just claimed the the coronavirus started in the ""Luhan Province"" in China. That is FALSE. The coronavirus started in Wuhan which is located in the Hubei province",7
5263,FALSE,Muslims are spreading coronavirus infection,0
5264,TRUE,An old video of Bohra Muslims practising the custom of licking utensils to not waste leftover food is circulating with the false claim that Muslims are spreading coronavirus infection,14
5265,FALSE,people from Italy and Iran were hiding in a Patna mosque to avoid getting tested for coronavirus,15
5266,TRUE,A video massively viral on social media was shared with the false claim that people from Italy and Iran were hiding in a Patna mosque to avoid getting tested for coronavirus,14
5267,FALSE,more Americans will die of social distancing measures than will die of coronavirus,0
5268,TRUE,"To be clear, this statement is false. Exactly zero of the cited papers claim that more Americans will die of social distancing measures than will die of coronavirus",0
5269,FALSE,pets can carry coronavirus,0
5270,FALSE,COVID 19 is airborne,0
5271,FALSE,Chlorine dioxide will protect you despite claims of the 'health tag',19
5272,FALSE,a group of people were infected by Coronavirus at Hillsong's colour conference,14
5273,FALSE,methanol can cure coronavirus,0
5274,FALSE,There are photos of 'coronavirus patients in Italy' on the streets,0
5275,FALSE,a Chinese doctor has?discovered that drinking Tea is?effective in curing & relieving symptoms of the coronavirus,0
5276,TRUE,Fact-check ! A post shared on social media claims a Chinese doctor has discovered that drinking Tea ? is effective in curing & relieving symptoms of the coronavirus. The claim is false! Via @AFPFactCheck #LKA #SriLanka #CoronaVirus #COVID19 #FactCheckLK,0
5277,FALSE,the #coronaviruslockdown announced by PM @narendramodi 'could be extended by a week',0
5278,TRUE,#FakeNews | A news report claimed the #coronaviruslockdown announced by PM @narendramodi 'could be extended by a week' -- it is false,0
5279,FALSE,?the flu shot will protect them from coronavirus,0
5280,TRUE,"Australia's peak medical group is warning against false cures for coronavirus, including the flu shot and a malaria vaccine",0
5281,FALSE,lemon slices in hot water can kill the coronavirus,0
5282,TRUE,A video that's being passed around on Facebook Messenger claims lemon slices in hot water can kill the coronavirus. That's False,14
5283,FALSE,"State Department warns of coronavirus echo chamber by China, Russia, and Iran",7
5284,FALSE,Coronavirus test is not free in India,0
5285,FALSE,a U.S. Army athlete brought the Coronavirus to China,7
5286,FALSE,drinking methanol protects from coronavirus,0
5287,FALSE,GOV.UK CORONAVIRUS ALERT New rules in force now: you must stay at home,4
5288,FALSE,No more spaces are available in hospitals. Please don't atep out of your homes for next 21 days,0
5289,FALSE,WHO came up with protocol$procedure of lockdown periods for controlling on most dangerous virus,11
5290,FALSE,hotels/resturants will remain closed till 15th October 2020 due to #Coronavirusoutbreak,0
5291,FALSE,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak,3
5292,FALSE,the new coronavirus is somehow connected to 5G technology,4
5293,FALSE,Singapore will go into lockdown,0
5294,FALSE,GOV allows people to request off for being at work during the current Covid-19,15
5295,TRUE,"A friend of mine works for @WalmartInc and his Managers are calling this post on your website untrue, specifically about allowing people to request off for being at work during the current Covid-19. They are falsely stating that you will still receive a point when calling off",15
5296,FALSE,King Vajiralongkorn has been secretly cleaning the streets of Bangkok to combat COVID-19,16
5297,TRUE,Some Thais are claiming that King Vajiralongkorn has been secretly cleaning the streets of Bangkok to combat COVID-19. This is completely untrue. Vajiralongkorn is at a luxury hotel in Germany and is not expected to return to Thailand until Chakri Day on April 6,16
5298,FALSE,Nurses and Doctors in #Jamaica have tested positive for COVID-19,0
5299,TRUE,"JUST IN: Nurses Association of Jamaica (NAJ) President, #CarmenJohnson rejects as unfortunate and untrue Gleaner report that Nurses and Doctors in #Jamaica have tested positive for COVID-19",0
5300,FALSE,hand sanitizer won't be effective against #Covid_19,0
5301,TRUE,"There was a post doing big numbers yesterday by a cosplayer and scientist, claiming hand sanitizer won't be effective against #Covid_19. This is patently untrue",0
5302,FALSE,go to blood drives because they have to test you for COVID-19,16
5303,FALSE,"if I get it, I get it, "" there's ""nothing I can do""",0
5304,FALSE,"a health clinic in Tanglin, Lake Garden is offering drive-though COVID-19 testing services",19
5305,FALSE,being in the library with other people is safe,15
5306,FALSE,There is a COVID-19 case in FYI | Rivera Medical Center Inc,16
5307,FALSE,Olivia was exposed to friend @RichardWilkins after he tested positive for covid-19,0
5308,TRUE,STOP telling ppl to go to blood drives because they have to test you for COVID-19. That is SO beyond untrue and extremely dangerous to every single person there. They do NOT test for coronavirus at blood drives and you are just putting everyone else at risk,16
5309,FALSE,"Kids are essentially immune, but elderly with existing conditions are vulnerable. Family gatherings with close contact between kids & grandparents probably most risky",0
5310,TRUE,"This is wildly untrue and deeply dangerous misinformation to spread. Children of all ages can very much catch COVID-19, kids with existing respiratory problems are high risk, even asymptomatic people can spread the virus",12
5311,FALSE,Covid-19 was given its name by geographic references,16
5312,TRUE,"Completely untrue. Covid-19 was given its name by the World Heath Organisation. The name specifically avoids any geographic references. The number 19 refers to the year it was first discovered, 2019. Please stop tweeting and retweeting malicious nonsense",16
5313,FALSE,Douglas County School System administrators have been investigating a social media post that shows that an Alexander High family is under quarantine for coronavirus (COVID-19),16
5314,TRUE,Douglas County School System administrators have been investigating a social media post that shows that an Alexander High family is under quarantine for coronavirus (COVID-19). This information is untrue,16
5315,FALSE,Jawan being tested positive in Srinagar,0
5316,FALSE,ovid-19 is even more infectious than either Ebola or the 1918 Spanish flu. and both of those are far worse than the seasonal flu,0
5317,FALSE,You are trying to make it seem that Covid 19 is no worse than the regular flu,0
5318,FALSE,GHA has confirmed a clinician tested positive for COVID-19,0
5319,TRUE,"The GHA can confirm that no clinician, including GPs, has yet tested positive for COVID-19. If we did have a clinician testing positive, we would contact people at risk through normal processes",0
5320,FALSE,The COVID-19 test kits donated by Chinese government are inaccurate,6
5321,FALSE,"Qatar Airways' GCEO's excellency Mr Akbar AI Baker, had stated that he doubts the existance of coronavirus",0
5322,FALSE,"Everything is closed except supermarkets, pharmacies and petrol stations in UK",0
5323,FALSE,"Cafes, bars, restaurants and shops are closed in UK",0
5324,FALSE,"UK GOV.: It is not allowed to leave your home unless you are going to buy medicine, food or it is an emergency",0
5325,FALSE,It is not allowed to have more than 1 person in a car except in a medical emergency in UK,0
5326,FALSE,You are only allowed to walk your pets within 50m of your home. Pets have to be walked alone in UK,0
5327,FALSE,Beaches and parks are closed' All children's playgrounds and parks are closed in UK,0
5328,FALSE,UK GOV: You are not allowed to go for a walk or a bike ride to get fresh air,0
5329,FALSE,When getting groceries from a supermarket you can't go in at all unless you are wearing gloves. Gloves are provided at the entrance,0
5330,FALSE,"In queues you have to stay in single line with a 1 metre distance between each person at all times, or there will be hefty fines",0
5331,FALSE,Rescue pack is an appropriate treatment for most people with respiratory conditions,15
5332,TRUE,CoVID-19 (coronavirus) **Please do not contact your GP practice for a rescue pack.** We've seen inaccurate information on social media regarding special 'rescue packs' This is not an appropriate treatment for most people with respiratory conditions,15
5333,FALSE,Doctors suggest that you can self-check for coronavirus by holding your breath,0
5334,TRUE,Covid-19 | 21/03/2020 9:30 We're aware of inaccurate and dangerous advice circulating on Covid-19 Posts claiming to be doctors suggesting you can self-check for coronavirus by holding your breath are not accurate. For medical advice always visit NHS111,16
5335,FALSE,"Holding your breath for 10 seconds can ""self-check"" for #COVID19",0
5336,TRUE,"CLAIM: ""Holding your breath for 10 seconds can ""self-check"" for #COVID19""Thinking face FACT: The breath test is inaccurate. Most young COVID-19 patients can hold their breaths for much longer than 10 seconds while many elderly without the #coronavirus virus won't be able to do it.#scicomm",11
5337,FALSE,A drug has been clinically trialled with COVID-19,16
5338,TRUE,This drug has only been assessed in its effect on Malaria. It is simply untrue to say it has been clinically trialled with COVID-19,16
5339,FALSE,I've been looking for this study the president mentioned yesterday showing that Lupus patients on hydroxychloroquine are protected from contracting #COVID19 and I've concluded that the study doesn't exist,0
5340,TRUE,It's completely untrue. The COVID-19 Global Rheumatology Alliance has documented at least 22 people who developed COVID on chronic HCQ,15
5341,FALSE,Vaccine for COVID-19 has been found in tobacco,16
5342,FALSE,the #COVID19 virus was designed in a lab to disproportionately kill POC,11
5343,FALSE,COVID Clinical trials are for people who have no treatment options left,15
5344,FALSE,COVID Trial participation means I will be treated like a guinea pig,0
5345,FALSE,"Once I'm on a COVID clinical trial, I will no longer be able to see my provider or get my current level of care",0
5346,FALSE,I have to go to a large academic health care system to get access to COVID clinical trials,19
5347,FALSE,your character makes you more resistant to Covid-19,16
5348,FALSE,the disease discriminate across social bands,0
5349,FALSE,Breathing exercises can help prevent covid-19,16
5350,FALSE,Wearing a mask prevents you from catching covid19,0
5351,FALSE,covid-19 is spread through the air,12
5352,FALSE,"people who contract covid-19 will get very sick, or die",15
5353,FALSE,only old people contract covid-19 and children cannot contract covid-19,15
5354,FALSE,you will know if you have covid-19,16
5355,FALSE,"if you can hold your breath for 10 seconds, you don't have covid-19",16
5356,FALSE,covid-19 is spread by Chinese or Italian people,0
5357,FALSE,drinking alcohol or hot tea kills covid-19,16
5358,FALSE,there is a vaccine for covid-19,16
5359,FALSE,"COVID-19 is so dangerous because it is ""overwhelming our healthcare system!""",16
5360,FALSE,"Covid-19 is ""Chinese virus"" and China is to blame",7
5361,FALSE,The virus is a Chinese bio-weapon,11
5362,FALSE,China prevented U.S. experts from helping,7
5363,TRUE,MYTH: China prevented U.S. experts from helping FACT: Trump REMOVED U.S. experts from China,7
